Time Step,True pos_x,Predicted pos_x,Error
646,-0.1,-0.09084959,-0.009150408
647,-0.08,-0.07066065,-0.0093393475
648,-0.06,-0.051513948,-0.008486051
649,-0.02,-0.030430654,0.0104306545
650,0.01,0.009164751,0.0008352492
651,0.03,0.04280185,-0.01280185
652,0.05,0.059819117,-0.009819116
653,0.07,0.077402495,-0.0074024945
654,0.1,0.098813884,0.0011861175
655,0.12,0.12860112,-0.008601122
656,0.15,0.14384949,0.006150514
657,0.18,0.174041,0.005959004
658,0.22,0.2042715,0.015728503
659,0.24,0.24173795,-0.0017379522
660,0.26,0.26221296,-0.0022129714
661,0.29,0.28523305,0.004766941
662,0.32,0.3027249,0.017275095
663,0.34,0.30603027,0.03396973
664,0.37,0.37146747,-0.0014674664
665,0.39,0.39739457,-0.007394582
666,0.43,0.41595733,0.0140426755
667,0.46,0.4555059,0.004494101
668,0.5,0.4879503,0.012049705
669,0.56,0.5273906,0.032609403
670,0.6,0.58713925,0.012860775
671,0.65,0.6292964,0.020703554
672,0.68,0.68025154,-0.0002515316
673,0.7,0.70991623,-0.009916246
674,0.73,0.7292094,0.000790596
675,0.75,0.758537,-0.008536994
676,0.78,0.77807856,0.0019214153
677,0.81,0.807748,0.0022519827
678,0.83,0.83739215,-0.007392168
679,0.86,0.8570147,0.0029852986
680,0.89,0.8866162,0.0033838153
681,0.94,0.9162634,0.023736596
682,0.97,0.96604943,0.003950596
683,1.0,0.9958147,0.004185319
684,1.03,1.025561,0.0044389963
685,1.05,1.0551931,-0.0051931143
686,1.07,1.0748643,-0.004864216
687,1.1,1.0945431,0.0054569244
688,1.13,1.1242013,0.0057986975
689,1.16,1.153813,0.006186962
690,1.18,1.1834166,-0.0034166574
691,1.2,1.203083,-0.0030829906
692,1.22,1.222688,-0.002687931
693,1.24,1.2423588,-0.0023587942
694,1.26,1.2619516,-0.0019515753
695,1.28,1.2816573,-0.0016573668
