Time_Step,dt_seconds,Throttle_Control,Steering_Control,True_Abs_pos_x,Pred_Abs_pos_x,True_Delta_pos_x,Pred_Delta_pos_x,Abs_Error_pos_x,True_Abs_pos_y,Pred_Abs_pos_y,True_Delta_pos_y,Pred_Delta_pos_y,Abs_Error_pos_y,True_Abs_pos_z,Pred_Abs_pos_z,True_Delta_pos_z,Pred_Delta_pos_z,Abs_Error_pos_z,True_Abs_rot_0,Pred_Abs_rot_0,True_Delta_rot_0,Pred_Delta_rot_0,Abs_Error_rot_0,True_Abs_rot_1,Pred_Abs_rot_1,True_Delta_rot_1,Pred_Delta_rot_1,Abs_Error_rot_1,True_Abs_rot_2,Pred_Abs_rot_2,True_Delta_rot_2,Pred_Delta_rot_2,Abs_Error_rot_2,True_Abs_rot_3,Pred_Abs_rot_3,True_Delta_rot_3,Pred_Delta_rot_3,Abs_Error_rot_3
3750,0.04,-0.08,0.1,-0.79,-0.79792804,0.00999999,0.0020720055,0.007928014,0.19,0.1900853,0.0,8.530484e-05,8.530915e-05,-0.04,-0.039303046,-0.03,-0.029303046,0.0006969534,0.02,0.0114602065,0.01,0.0014602065,0.008539793,0.83,0.8278455,0.0,-0.0021544553,0.0021544695,0.01,0.010141336,0.0,0.00014133634,0.00014133658,0.56,0.5627043,0.0,0.0027043077,0.0027043223
3751,0.04,-0.08,0.1,-0.79,-0.7890419,0.0,0.00095814274,0.00095814466,0.19,0.19005084,0.0,5.084972e-05,5.0842762e-05,-0.07,-0.06895902,-0.030000001,-0.028959023,0.0010409802,0.02,0.013567629,0.0,-0.0064323703,0.0064323703,0.83,0.8262709,0.0,-0.003729085,0.003729105,0.01,0.009880381,0.0,-0.00011961871,0.00011961907,0.56,0.56456906,0.0,0.0045690807,0.0045690536
3752,0.04,-0.08,0.1,-0.79,-0.7895789,0.0,0.00042109715,0.00042110682,0.19,0.19003306,0.0,3.306984e-05,3.3065677e-05,-0.1,-0.09976371,-0.030000001,-0.029763708,0.00023629516,0.01,0.015832508,-0.01,-0.0041674916,0.005832508,0.82,0.8253954,-0.00999999,-0.0046045585,0.0053954124,0.01,0.0103063015,0.0,0.00030630178,0.00030630175,0.57,0.566115,0.00999999,0.0061150296,0.0038849711
3753,0.04,-0.08,0.1,-0.79,-0.7889346,0.0,0.001065419,0.001065433,0.19,0.19003564,0.0,3.565083e-05,3.5643578e-05,-0.12,-0.12974794,-0.019999996,-0.029747939,0.009747945,0.02,0.013883136,0.01,0.0038831362,0.0061168633,0.82,0.8152164,0.0,-0.004783541,0.0047835708,0.01,0.010186379,0.0,0.00018637865,0.00018637907,0.57,0.5759198,0.0,0.005919807,0.005919814
3754,0.04,-0.07,0.31,-0.79,-0.79008573,0.0,-8.5701045e-05,8.571148e-05,0.19,0.18999276,0.0,-7.240725e-06,7.2419643e-06,-0.14,-0.14834933,-0.020000003,-0.028349327,0.008349329,0.01,0.015302865,-0.01,-0.004697135,0.005302865,0.82,0.8147837,0.0,-0.005216308,0.0052163005,0.01,0.008901992,0.0,-0.0010980075,0.0010980079,0.58,0.5774174,0.00999999,0.0074174097,0.0025826097
3755,0.04,-0.07,0.34,-0.78,-0.79014707,0.01000005,-0.00014706535,0.010147095,0.19,0.1901255,0.0,0.00012550277,0.00012549758,-0.17,-0.16850686,-0.030000001,-0.028506855,0.001493141,0.02,0.015046619,0.01,0.0050466196,0.0049533807,0.81,0.81191665,-0.00999999,-0.008083359,0.001916647,0.01,0.010560304,0.0,0.0005603043,0.00056030415,0.58,0.59024704,0.0,0.01024705,0.010247052
3756,0.04,-0.07,0.41,-0.78,-0.78145194,0.0,-0.001451943,0.0014519691,0.19,0.1900313,0.0,3.130632e-05,3.130734e-05,-0.19,-0.19812346,-0.019999996,-0.028123448,0.008123457,0.01,0.014668235,-0.01,-0.005331765,0.004668235,0.81,0.8004309,0.0,-0.009569102,0.0095691085,0.01,0.010048016,0.0,4.8016296e-05,4.8016198e-05,0.59,0.5932439,0.00999999,0.013243942,0.0032439232
3757,0.04,-0.07,0.41,-0.78,-0.7806014,0.0,-0.00060140435,0.00060141087,0.19,0.19006903,0.0,6.90317e-05,6.903708e-05,-0.21,-0.21918556,-0.019999996,-0.029185569,0.0091855675,0.02,0.012663461,0.01,0.0026634613,0.0073365383,0.8,0.7979853,-0.00999999,-0.012014695,0.0020146966,0.01,0.0104777245,0.0,0.00047772433,0.0004777247,0.6,0.60526675,0.01000005,0.015266749,0.005266726
3758,0.04,-0.07,0.21,-0.78,-0.7805536,0.0,-0.0005535843,0.00055360794,0.19,0.18998474,0.0,-1.52566945e-05,1.5258789e-05,-0.24,-0.23808298,-0.030000001,-0.028082974,0.0019170195,0.01,0.013658875,-0.01,-0.006341125,0.003658875,0.78,0.78862375,-0.02000004,-0.011376289,0.008623779,0.01,0.010292759,0.0,0.0002927594,0.0002927594,0.62,0.61524135,0.01999998,0.015241341,0.004758656
3759,0.04,-0.06,-0.0,-0.78,-0.77802163,0.0,0.0019783403,0.0019783378,0.19,0.19000475,0.0,4.7490057e-06,4.7534704e-06,-0.28,-0.2664977,-0.040000007,-0.026497712,0.0135023,0.01,0.011672082,0.0,0.0016720829,0.0016720826,0.76,0.76868707,-0.01999998,-0.011312891,0.008687079,0.01,0.009312265,0.0,-0.00068773475,0.00068773516,0.64,0.6319632,0.01999998,0.011963214,0.008036792
3760,0.04,-0.07,-0.0,-0.77,-0.77545696,0.00999999,0.004542983,0.005456984,0.19,0.18999244,0.0,-7.5590074e-06,7.5548887e-06,-0.29,-0.30614406,-0.00999999,-0.02614405,0.016144067,0.01,0.009016514,0.0,-0.0009834857,0.000983486,0.76,0.75403285,0.0,-0.005967152,0.00596714,0.01,0.010150496,0.0,0.00015049576,0.00015049614,0.64,0.64664346,0.0,0.006643446,0.006643474
3761,0.04,-0.07,-0.0,-0.77,-0.76356125,0.0,0.006438715,0.006438732,0.19,0.18998705,0.0,-1.2956342e-05,1.2949109e-05,-0.31,-0.3154543,-0.02000001,-0.025454326,0.005454302,0.01,0.009604118,0.0,-0.0003958818,0.00039588194,0.76,0.75805765,0.0,-0.0019423143,0.0019423366,0.01,0.010448997,0.0,0.00044899675,0.00044899713,0.64,0.64220446,0.0,0.0022045025,0.0022044778
3762,0.04,-0.07,-0.0,-0.76,-0.7633623,0.00999999,0.006637671,0.003362298,0.19,0.1899743,0.0,-2.570086e-05,2.5704503e-05,-0.33,-0.3346673,-0.02000001,-0.024667285,0.004667282,0.01,0.0098559465,0.0,-0.00014405363,0.00014405325,0.77,0.7602163,0.00999999,0.0002162951,0.009783685,0.01,0.010458092,0.0,0.00045809246,0.00045809243,0.64,0.63973534,0.0,-0.00026461782,0.00026464462
3763,0.04,-0.07,-0.15,-0.75,-0.753588,0.00999999,0.0064119976,0.0035880208,0.19,0.18999438,0.0,-5.6111867e-06,5.6177378e-06,-0.35,-0.35430455,-0.01999998,-0.024304548,0.004304558,0.01,0.0097872475,0.0,-0.0002127525,0.00021275226,0.76,0.7712593,-0.00999999,0.0012593456,0.011259317,0.01,0.010710334,0.0,0.0007103343,0.0007103346,0.65,0.63854474,0.00999999,-0.0014552514,0.011455238
3764,0.04,-0.06,-0.08,-0.75,-0.7441128,0.0,0.005887233,0.0058872104,0.19,0.18998943,0.0,-1.0570561e-05,1.0564923e-05,-0.36,-0.3734096,-0.01000002,-0.023409594,0.013409585,0.01,0.009922246,0.0,-7.77535e-05,7.775333e-05,0.76,0.7615004,0.0,0.0015004294,0.0015004277,0.01,0.009155958,0.0,-0.00084404217,0.0008440418,0.65,0.6476952,0.0,-0.002304788,0.0023047924
3765,0.04,-0.06,-0.0,-0.74,-0.74464226,0.00999999,0.005357727,0.004642248,0.19,0.19004269,0.0,4.269606e-05,4.2691827e-05,-0.38,-0.38275707,-0.01999998,-0.022757059,0.0027570724,0.01,0.010499116,0.0,0.00049911585,0.00049911626,0.77,0.76177853,0.00999999,0.0017785586,0.0082214475,0.01,0.010529018,0.0,0.00052901794,0.00052901823,0.64,0.64767754,-0.00999999,-0.0023224328,0.007677555
3766,0.04,-0.06,-0.0,-0.72,-0.7349631,0.01999998,0.005036899,0.01496309,0.19,0.19003914,0.0,3.9143328e-05,3.914535e-05,-0.44,-0.4028473,-0.060000002,-0.0228473,0.037152708,0.01,0.010671619,0.0,0.00067161943,0.00067161955,0.77,0.7711078,0.0,0.0011078407,0.0011078119,0.01,0.010170594,0.0,0.00017059396,0.00017059408,0.64,0.63849,0.0,-0.001509958,0.0015099645
3767,0.04,-0.06,-0.0,-0.72,-0.7151841,0.0,0.004815939,0.004815936,0.19,0.19002236,0.0,2.2370998e-05,2.2366643e-05,-0.45,-0.46332464,-0.00999999,-0.023324637,0.013324648,0.01,0.010343736,0.0,0.00034373588,0.00034373626,0.77,0.77026093,0.0,0.00026094617,0.00026094913,0.01,0.009940789,0.0,-5.921054e-05,5.9210695e-05,0.64,0.6396235,0.0,-0.0003764534,0.00037646294
3768,0.04,-0.06,-0.0,-0.71,-0.7151734,0.01000005,0.0048265806,0.0051734447,0.19,0.19001833,0.0,1.833491e-05,1.8328428e-05,-0.47,-0.47374576,-0.02000001,-0.023745762,0.0037457645,0.01,0.010152166,0.0,0.00015216638,0.000152166,0.77,0.76982194,0.0,-0.0001780381,0.00017803907,0.01,0.009956095,0.0,-4.3904187e-05,4.390441e-05,0.64,0.6402418,0.0,0.0002417952,0.00024181604
3769,0.04,-0.06,-0.0,-0.71,-0.7050942,0.0,0.00490575,0.0049057603,0.19,0.1900055,0.0,5.4955694e-06,5.4985285e-06,-0.49,-0.49414754,-0.02000001,-0.024147538,0.0041475296,0.01,0.0100895595,0.0,8.9559384e-05,8.9559704e-05,0.77,0.76968783,0.0,-0.00031214498,0.00031214952,0.01,0.009918077,0.0,-8.1923055e-05,8.192286e-05,0.64,0.6403979,0.0,0.00039794378,0.0003979206
3770,0.04,-0.07,-0.33,-0.7,-0.70441264,0.00999999,0.0055873683,0.004412651,0.19,0.18999527,0.0,-4.726591e-06,4.723668e-06,-0.51,-0.51576793,-0.01999998,-0.0257679,0.0057679415,0.01,0.008991133,0.0,-0.0010088666,0.0010088664,0.77,0.77139515,0.0,0.0013951932,0.0013951659,0.01,0.0115292,0.0,0.0015292002,0.0015292,0.64,0.6386192,0.0,-0.0013807855,0.0013808012
3771,0.04,-0.06,-0.33,-0.69,-0.6936069,0.00999999,0.006393082,0.0036069155,0.19,0.18994275,0.0,-5.7251742e-05,5.725026e-05,-0.53,-0.53517824,-0.01999998,-0.025178272,0.0051782727,0.01,0.00863137,0.0,-0.0013686295,0.0013686297,0.77,0.7738949,0.0,0.0038949433,0.0038949251,0.01,0.008206568,0.0,-0.001793432,0.001793432,0.64,0.63433695,0.0,-0.005663045,0.0056630373
3772,0.04,-0.06,-0.33,-0.69,-0.6836864,0.0,0.00631365,0.006313622,0.19,0.18998255,0.0,-1.7444632e-05,1.744926e-05,-0.54,-0.55393285,-0.01000005,-0.023932854,0.013932824,0.01,0.009520131,0.0,-0.00047986844,0.0004798686,0.77,0.7773779,0.0,0.007377952,0.0073779225,0.01,0.010390744,0.0,0.00039074366,0.00039074384,0.63,0.63028026,-0.00999999,-0.009719737,0.00028026104
3773,0.04,-0.06,-0.33,-0.68,-0.6843938,0.00999999,0.005606163,0.004393816,0.19,0.1899781,0.0,-2.190048e-05,2.1904707e-05,-0.56,-0.5627208,-0.01999998,-0.02272073,0.0027207732,0.01,0.0097113475,0.0,-0.00028865197,0.00028865226,0.78,0.7788786,0.00999999,0.008878671,0.0011213422,0.01,0.01014675,0.0,0.00014675,0.00014675036,0.63,0.6176704,0.0,-0.012329607,0.012329578
3774,0.04,-0.06,-0.27,-0.67,-0.67547786,0.00999999,0.0045221536,0.0054778457,0.19,0.1899776,0.0,-2.2395254e-05,2.2396445e-05,-0.59,-0.5815486,-0.029999971,-0.021548595,0.008451402,0.01,0.010860582,0.0,0.0008605823,0.0008605821,0.79,0.7877988,0.01000005,0.0077988273,0.0022011995,0.01,0.009933142,0.0,-6.685741e-05,6.6857785e-05,0.61,0.617052,-0.01999998,-0.012947976,0.0070520043
3775,0.04,-0.07,-0.25,-0.66,-0.6658685,0.00999999,0.0041314894,0.0058684945,0.19,0.19001056,0.0,1.0566784e-05,1.0564923e-05,-0.61,-0.61110556,-0.02000004,-0.021105569,0.001105547,0.01,0.0108024925,0.0,0.0008024928,0.0008024927,0.8,0.7974859,0.00999999,0.0074858814,0.002514124,0.01,0.010387454,0.0,0.00038745406,0.0003874544,0.6,0.5984019,-0.00999999,-0.011598098,0.0015981197
3776,0.04,-0.07,-0.08,-0.65,-0.6561851,0.01000005,0.0038149245,0.0061851144,0.19,0.19002023,0.0,2.0232144e-05,2.0235777e-05,-0.62,-0.62995076,-0.00999999,-0.019950725,0.009950757,0.01,0.011889599,0.0,0.0018895993,0.0018895995,0.8,0.8059806,0.0,0.005980587,0.005980611,0.01,0.008477332,0.0,-0.0015226675,0.0015226677,0.6,0.5902571,0.0,-0.009742896,0.009742916
3777,0.04,-0.06,-0.08,-0.65,-0.6467381,0.0,0.003261889,0.0032618642,0.19,0.19005717,0.0,5.7176552e-05,5.7175756e-05,-0.64,-0.63820314,-0.01999998,-0.018203132,0.0017968416,0.01,0.011838798,0.0,0.001838799,0.0018387986,0.81,0.8044323,0.00999999,0.0044322754,0.0055677295,0.01,0.008815276,0.0,-0.0011847235,0.0011847233,0.59,0.59348065,-0.01000005,-0.0065193917,0.0034806728
3778,0.04,-0.06,-0.08,-0.64,-0.6475495,0.00999999,0.002450462,0.0075495243,0.19,0.190084,0.0,8.399952e-05,8.3997846e-05,-0.68,-0.6585992,-0.04000002,-0.018599201,0.02140081,0.01,0.010074241,0.0,7.424097e-05,7.424131e-05,0.81,0.8127743,0.0,0.0027742835,0.0027742982,0.01,0.009936309,0.0,-6.369065e-05,6.369036e-05,0.59,0.58656037,0.0,-0.003439595,0.0034396052
3779,0.04,-0.06,-0.08,-0.63,-0.63805187,0.00999999,0.0019481399,0.008051872,0.19,0.19005246,0.0,5.2459825e-05,5.246699e-05,-0.7,-0.69989,-0.01999998,-0.019890025,0.00010997057,0.01,0.009443292,0.0,-0.0005567071,0.0005567074,0.81,0.8114501,0.0,0.0014501198,0.0014501214,0.01,0.009647747,0.0,-0.0003522532,0.0003522532,0.58,0.5881453,-0.00999999,-0.0018546872,0.008145332
3780,0.04,-0.06,-0.08,-0.63,-0.6280366,0.0,0.0019633742,0.001963377,0.19,0.1900273,0.0,2.7302109e-05,2.7298927e-05,-0.72,-0.7199558,-0.02000004,-0.019955833,4.4226646e-05,0.01,0.009559433,0.0,-0.00044056698,0.0004405668,0.81,0.81120354,0.0,0.0012035153,0.001203537,0.01,0.009309786,0.0,-0.00069021335,0.0006902134,0.58,0.57835,0.0,-0.0016499857,0.0016499758
3781,0.04,-0.06,-0.08,-0.63,-0.6278034,0.0,0.0021966083,0.00219661,0.19,0.19000958,0.0,9.578284e-06,9.581447e-06,-0.74,-0.73937684,-0.01999998,-0.019376813,0.00062316656,0.01,0.009984288,0.0,-1.571163e-05,1.5711412e-05,0.81,0.8114725,0.0,0.0014724775,0.0014724731,0.01,0.00908401,0.0,-0.00091598986,0.0009159902,0.58,0.577902,0.0,-0.0020979543,0.0020979643
3782,0.04,-0.07,-0.07,-0.62,-0.62710637,0.00999999,0.002893655,0.007106364,0.19,0.18999754,0.0,-2.458537e-06,2.4586916e-06,-0.76,-0.7597073,-0.01999998,-0.019707251,0.0002927184,0.01,0.010200836,0.0,0.00020083599,0.00020083599,0.81,0.81203264,0.0,0.0020326597,0.0020326376,0.01,0.009695307,0.0,-0.00030469225,0.00030469242,0.58,0.5773923,0.0,-0.0026077228,0.0026077032
3783,0.04,-0.07,-0.07,-0.62,-0.6167063,0.0,0.0032937103,0.003293693,0.19,0.18995611,0.0,-4.3891105e-05,4.388392e-05,-0.78,-0.78003097,-0.01999998,-0.02003097,3.0994415e-05,0.01,0.010895088,0.0,0.00089508836,0.00089508854,0.82,0.81208533,0.00999999,0.0020853395,0.007914662,0.01,0.008524992,0.0,-0.0014750086,0.0014750082,0.58,0.57684344,0.0,-0.0031565488,0.0031565428
3784,0.04,-0.07,0.39,-0.62,-0.6169714,0.0,0.0030286217,0.0030286312,0.19,0.19003022,0.0,3.0220759e-05,3.0219555e-05,-0.8,-0.79926187,-0.02000004,-0.01926189,0.0007381439,0.01,0.013457433,0.0,0.0034574333,0.0034574335,0.82,0.8203386,0.0,0.00033860444,0.000338614,0.01,0.007941257,0.0,-0.0020587423,0.0020587426,0.58,0.580003,0.0,3.0225674e-06,3.0398369e-06
3785,0.04,-0.06,0.39,-0.61,-0.6181466,0.00999999,0.0018534083,0.008146584,0.19,0.1901175,0.0,0.000117496864,0.000117495656,-0.82,-0.81934077,-0.01999998,-0.01934078,0.0006592274,0.01,0.011768373,0.0,0.0017683733,0.001768373,0.82,0.8167988,0.0,-0.0032011915,0.0032011867,0.01,0.009805361,0.0,-0.000194639,0.00019463897,0.58,0.5860903,0.0,0.0060903695,0.006090343
3786,0.04,-0.06,0.35,-0.61,-0.60939586,0.0,0.000604161,0.0006041527,0.19,0.19008371,0.0,8.372131e-05,8.371472e-05,-0.84,-0.8410696,-0.01999998,-0.021069616,0.0010696054,0.01,0.008357393,0.0,-0.0016426068,0.0016426072,0.82,0.8127941,0.0,-0.0072058896,0.0072059035,0.01,0.010458378,0.0,0.00045837878,0.00045837834,0.58,0.5907947,0.0,0.010794709,0.010794699
3787,0.04,-0.06,0.43,-0.61,-0.6100504,0.0,-5.038634e-05,5.0365925e-05,0.19,0.19006172,0.0,6.172732e-05,6.172061e-05,-0.85,-0.8623587,-0.01000005,-0.022358688,0.0123586655,0.01,0.0075968173,0.0,-0.0024031824,0.0024031824,0.81,0.80992687,-0.00999999,-0.010073129,7.31349e-05,0.01,0.009272475,0.0,-0.00072752516,0.000727525,0.58,0.5934831,0.0,0.013483132,0.013483107
3788,0.04,-0.06,0.47,-0.61,-0.60969925,0.0,0.0003007733,0.00030076504,0.19,0.19008408,0.0,8.4089974e-05,8.408725e-05,-0.87,-0.87181914,-0.01999998,-0.021819087,0.0018191338,0.01,0.008882516,0.0,-0.0011174837,0.0011174837,0.8,0.79783285,-0.00999999,-0.012167167,0.0021671653,0.01,0.008801071,0.0,-0.0011989286,0.0011989288,0.59,0.5946362,0.00999999,0.014636235,0.004636228
3789,0.04,-0.06,0.47,-0.61,-0.6091103,0.0,0.0008897265,0.00088971853,0.19,0.1900989,0.0,9.890628e-05,9.889901e-05,-0.89,-0.89124334,-0.01999998,-0.021243317,0.0012433529,0.01,0.009797625,0.0,-0.00020237455,0.00020237453,0.8,0.7869289,0.0,-0.013071099,0.01307112,0.01,0.008819326,0.0,-0.0011806737,0.001180674,0.6,0.6049682,0.01000005,0.014968216,0.0049681664
3790,0.04,-0.06,0.48,-0.61,-0.6082617,0.0,0.0017383245,0.0017383099,0.19,0.1900914,0.0,9.140676e-05,9.140372e-05,-0.91,-0.9103562,-0.02000004,-0.02035623,0.00035619736,0.01,0.010100781,0.0,0.00010078127,0.00010078121,0.79,0.78690326,-0.00999999,-0.01309673,0.0030967593,0.01,0.00888674,0.0,-0.0011132602,0.0011132602,0.62,0.61463004,0.01999998,0.014629996,0.0053699613
3791,0.04,-0.06,0.33,-0.61,-0.6068921,0.0,0.0031079168,0.0031079054,0.19,0.19005243,0.0,5.2439937e-05,5.2437186e-05,-0.93,-0.9290306,-0.01999998,-0.019030564,0.00096940994,0.01,0.009994333,0.0,-5.667064e-06,5.667098e-06,0.77,0.7776242,-0.02000004,-0.012375843,0.007624209,0.01,0.009439565,0.0,-0.00056043465,0.00056043454,0.63,0.63330203,0.00999999,0.013302056,0.0033020377
3792,0.04,-0.06,0.33,-0.61,-0.60566854,0.0,0.0043314435,0.0043314695,0.19,0.1900139,0.0,1.389705e-05,1.3902783e-05,-0.94,-0.9472789,-0.00999999,-0.017278932,0.007278919,0.01,0.009422221,0.0,-0.0005777783,0.00057777856,0.76,0.75891286,-0.00999999,-0.011087124,0.0010871291,0.01,0.008781838,0.0,-0.0012181619,0.0012181615,0.64,0.6413822,0.00999999,0.011382223,0.0013822317
3793,0.04,-0.06,0.33,-0.6,-0.6046272,0.00999999,0.005372805,0.004627168,0.19,0.19000435,0.0,4.3573646e-06,4.351139e-06,-0.96,-0.9558913,-0.01999998,-0.015891336,0.0041086674,0.01,0.009531362,0.0,-0.0004686382,0.0004686378,0.76,0.75050896,0.0,-0.009491011,0.009491026,0.01,0.00908868,0.0,-0.0009113201,0.0009113196,0.65,0.6495638,0.00999999,0.009563797,0.0004361868
3794,0.04,-0.06,0.3,-0.6,-0.59406024,0.0,0.005939787,0.0059397817,0.19,0.18996426,0.0,-3.573975e-05,3.5732985e-05,-0.97,-0.9754665,-0.01000005,-0.0154665215,0.005466461,0.01,0.009652047,0.0,-0.00034795224,0.00034795236,0.75,0.75154936,-0.00999999,-0.008450629,0.0015493631,0.01,0.0093953125,0.0,-0.00060468697,0.00060468726,0.66,0.6585724,0.01000005,0.008572371,0.0014276505
3795,0.04,-0.06,0.3,-0.6,-0.59365106,0.0,0.006348971,0.0063489676,0.19,0.18992677,0.0,-7.32225e-05,7.3224306e-05,-0.99,-0.9854915,-0.01999998,-0.015491473,0.0045084953,0.01,0.009805743,0.0,-0.00019425745,0.00019425713,0.75,0.7417678,0.0,-0.008232176,0.008232176,0.01,0.009380284,0.0,-0.00061971624,0.000619716,0.66,0.66817236,0.0,0.008172303,0.008172333
3796,0.04,-0.06,0.29,-0.59,-0.59333074,0.01000005,0.006669307,0.0033307672,0.19,0.18988405,0.0,-0.000115940114,0.000115945935,-1.02,-1.005978,-0.029999971,-0.015978035,0.014021993,0.01,0.010045373,0.0,4.5372908e-05,4.5373105e-05,0.73,0.74154776,-0.01999998,-0.008452233,0.011547744,0.01,0.009191985,0.0,-0.00080801424,0.00080801453,0.68,0.66812396,0.01999998,0.0081239315,0.011876047
3797,0.04,-0.06,0.24,-0.59,-0.58275884,0.0,0.007241153,0.00724113,0.19,0.18980849,0.0,-0.00019150613,0.00019150972,-1.03,-1.0367755,-0.00999999,-0.016775515,0.0067754984,0.01,0.010184351,0.0,0.00018435152,0.00018435158,0.73,0.72127587,0.0,-0.00872417,0.008724153,0.01,0.009106346,0.0,-0.0008936537,0.00089365337,0.68,0.68790346,0.0,0.007903431,0.007903457
3798,0.04,-0.06,0.23,-0.58,-0.5820142,0.00999999,0.0079858005,0.0020142198,0.19,0.18973634,0.0,-0.00026365503,0.00026366115,-1.05,-1.0470965,-0.01999998,-0.01709653,0.0029034615,0.01,0.010280616,0.0,0.00028061552,0.00028061587,0.72,0.7213052,-0.00999999,-0.008694817,0.0013051629,0.01,0.008648815,0.0,-0.0013511853,0.0013511851,0.69,0.68728065,0.00999999,0.0072806333,0.0027193427
3799,0.04,-0.06,0.22,-0.58,-0.57129973,0.0,0.008700269,0.008700252,0.19,0.18962283,0.0,-0.00037716152,0.0003771633,-1.06,-1.0676516,-0.00999999,-0.01765172,0.0076516867,0.01,0.010751794,0.0,0.00075179467,0.0007517943,0.71,0.71166056,-0.01000005,-0.00833948,0.0016605854,0.01,0.008505051,0.0,-0.0014949485,0.0014949488,0.7,0.6966615,0.00999999,0.0066614924,0.0033385158
3800,0.04,-0.06,0.21,-0.57,-0.5707457,0.00999999,0.009254249,0.0007457137,0.19,0.18900697,0.0,-0.0009930218,0.0009930283,-1.08,-1.0774412,-0.0200001,-0.01744126,0.0025588274,0.01,0.010819003,0.0,0.00081900327,0.0008190032,0.71,0.7016246,0.0,-0.008375423,0.008375406,0.01,0.0084679,0.0,-0.0015320999,0.0015321001,0.7,0.70601827,0.0,0.006018267,0.006018281
3801,0.04,-0.06,0.21,-0.57,-0.5605741,0.0,0.009425878,0.0094258785,0.19,0.18705228,0.0,-0.0029477177,0.002947718,-1.09,-1.0966856,-0.00999999,-0.01668565,0.0066856146,0.01,0.010238942,0.0,0.0002389422,0.00023894198,0.71,0.7017452,0.0,-0.00825477,0.008254766,0.01,0.008261133,0.0,-0.0017388673,0.0017388668,0.71,0.70607275,0.00999999,0.006072754,0.003927231
3802,0.04,-0.07,0.21,-0.56,-0.5597814,0.00999999,0.010218606,0.00021862984,0.18,0.18332438,-0.00999999,-0.0066756182,0.0033243746,-1.12,-1.1084723,-0.029999971,-0.018472299,0.0115276575,0.01,0.010689391,0.0,0.0006893911,0.00068939105,0.7,0.7036048,-0.00999999,-0.0063951486,0.0036048293,0.01,0.009887162,0.0,-0.000112838505,0.00011283811,0.72,0.715243,0.01000005,0.0052430253,0.0047570467
3803,0.04,-0.06,0.21,-0.55,-0.5464781,0.00999999,0.013521902,0.0035219193,0.18,0.18024267,0.0,0.00024266126,0.00024266541,-1.13,-1.1360549,-0.00999999,-0.01605487,0.0060548782,0.01,0.011031108,0.0,0.0010311083,0.0010311082,0.69,0.6916491,-0.00999999,-0.008350935,0.0016490817,0.01,0.008268057,0.0,-0.0017319423,0.0017319424,0.72,0.7252481,0.0,0.0052480604,0.0052480698
3804,0.04,-0.06,0.21,-0.54,-0.5384725,0.00999999,0.011527564,0.0015275478,0.18,0.18002333,0.0,2.3316727e-05,2.3320317e-05,-1.14,-1.1473581,-0.00999999,-0.017358031,0.007358074,0.01,0.010301836,0.0,0.00030183647,0.00030183606,0.69,0.68358773,0.0,-0.006412294,0.0064122677,0.01,0.010275828,0.0,0.00027582777,0.00027582794,0.73,0.7255173,0.00999999,0.0055172634,0.004482746
3805,0.04,-0.07,0.21,-0.54,-0.5289482,0.0,0.011051857,0.011051834,0.18,0.17999528,0.0,-4.7238464e-06,4.723668e-06,-1.16,-1.1585883,-0.01999998,-0.018588249,0.0014116764,0.01,0.0102734445,0.0,0.0002734444,0.0002734447,0.68,0.6831026,-0.00999999,-0.0068974,0.0031026006,0.01,0.009983607,0.0,-1.6393502e-05,1.639314e-05,0.73,0.73531145,0.0,0.0053114,0.0053114295
3806,0.04,-0.06,0.21,-0.53,-0.52814895,0.01000005,0.011851065,0.0018510222,0.18,0.18000825,0.0,8.236494e-06,8.240342e-06,-1.18,-1.1774888,-0.01999998,-0.017488794,0.0025111437,0.01,0.009864568,0.0,-0.00013543184,0.000135432,0.67,0.67233557,-0.00999999,-0.007664455,0.0023355484,0.01,0.00873993,0.0,-0.0012600697,0.0012600701,0.74,0.73493487,0.00999999,0.0049348185,0.005065143
3807,0.04,-0.07,0.21,-0.51,-0.5171599,0.01999998,0.012840077,0.0071598887,0.18,0.1800285,0.0,2.8491178e-05,2.849102e-05,-1.2,-1.1975596,-0.0200001,-0.017559605,0.0024404526,0.01,0.009584914,0.0,-0.00041508547,0.00041508581,0.66,0.6620676,-0.00999999,-0.007932406,0.002067566,0.01,0.0093490835,0.0,-0.00065091584,0.00065091625,0.75,0.74501497,0.00999999,0.005014939,0.0049850345
3808,0.04,-0.07,0.21,-0.5,-0.49613065,0.00999999,0.013869331,0.0038693547,0.18,0.17999494,0.0,-5.0731696e-06,5.066395e-06,-1.22,-1.2176688,-0.01999998,-0.01766878,0.0023312569,0.01,0.009337037,0.0,-0.000662963,0.0006629629,0.66,0.6517148,0.0,-0.008285209,0.008285224,0.01,0.009101093,0.0,-0.0008989074,0.00089890696,0.75,0.75509584,0.0,0.0050958237,0.0050958395
3809,0.04,-0.07,0.21,-0.5,-0.48538604,0.0,0.014613956,0.014613956,0.18,0.17998852,0.0,-1.1494631e-05,1.1488795e-05,-1.24,-1.2376826,-0.01999998,-0.017682504,0.0023174286,0.01,0.009201197,0.0,-0.00079880306,0.0007988028,0.65,0.651468,-0.01000005,-0.008532051,0.0014680028,0.01,0.0092020985,0.0,-0.00079790154,0.0007979013,0.76,0.75520694,0.00999999,0.0052069407,0.004793048
