Time_Step,dt_seconds,Throttle_Control,Steering_Control,True_Abs_pos_x,Pred_Abs_pos_x,True_Delta_pos_x,Pred_Delta_pos_x,Abs_Error_pos_x,True_Abs_pos_y,Pred_Abs_pos_y,True_Delta_pos_y,Pred_Delta_pos_y,Abs_Error_pos_y,True_Abs_pos_z,Pred_Abs_pos_z,True_Delta_pos_z,Pred_Delta_pos_z,Abs_Error_pos_z,True_Abs_rot_0,Pred_Abs_rot_0,True_Delta_rot_0,Pred_Delta_rot_0,Abs_Error_rot_0,True_Abs_rot_1,Pred_Abs_rot_1,True_Delta_rot_1,Pred_Delta_rot_1,Abs_Error_rot_1,True_Abs_rot_2,Pred_Abs_rot_2,True_Delta_rot_2,Pred_Delta_rot_2,Abs_Error_rot_2,True_Abs_rot_3,Pred_Abs_rot_3,True_Delta_rot_3,Pred_Delta_rot_3,Abs_Error_rot_3
53,0.04,-0.07,0.24,0.81,0.8091558,-0.01999998,-0.02084417,0.0008441806,0.19,0.18998279,0.0,-1.7210488e-05,1.7210841e-05,2.48,2.4762762,0.00999999,0.006276022,0.0037238598,-0.01,-0.009491862,0.0,0.0005081376,0.000508138,-0.96,-0.9625799,0.0,-0.0025799118,0.0025799274,0.01,0.009549553,0.0,-0.00045044723,0.0004504472,0.28,0.27814066,-0.00999999,-0.011859342,0.0018593371
54,0.04,-0.07,0.24,0.79,0.7891282,-0.01999998,-0.0208718,0.00087183714,0.19,0.18997961,0.0,-2.0382902e-05,2.0384789e-05,2.48,2.4858737,0.0,0.0058736815,0.00587368,-0.01,-0.009494368,0.0,0.00050563214,0.0005056318,-0.96,-0.96248543,0.0,-0.0024854543,0.002485454,0.01,0.009488389,0.0,-0.0005116113,0.0005116109,0.27,0.26810277,-0.00999999,-0.011897245,0.0018972456
55,0.04,-0.07,0.24,0.77,0.76912534,-0.02000004,-0.020874692,0.00087463856,0.19,0.18997115,0.0,-2.8846818e-05,2.8848648e-05,2.49,2.4854383,0.00999999,0.0054382836,0.0045616627,-0.01,-0.009488732,0.0,0.00051126775,0.00051126815,-0.97,-0.9623773,-0.01000005,-0.002377314,0.007622719,0.01,0.009411358,0.0,-0.0005886418,0.0005886415,0.26,0.25809672,-0.01000002,-0.011903275,0.0019032657
56,0.04,-0.07,0.24,0.75,0.7491203,-0.01999998,-0.02087969,0.00087970495,0.19,0.1899698,0.0,-3.0208595e-05,3.0204654e-05,2.49,2.4950142,0.0,0.0050141956,0.005014181,-0.01,-0.0095254835,0.0,0.00047451677,0.0004745163,-0.97,-0.9722461,0.0,-0.002246105,0.0022460818,0.01,0.0093805315,0.0,-0.00061946857,0.0006194683,0.25,0.2480828,-0.00999999,-0.011917187,0.0019171983
57,0.04,-0.07,0.24,0.72,0.729112,-0.029999971,-0.02088797,0.009112,0.19,0.18996005,0.0,-3.9951407e-05,3.9950013e-05,2.49,2.4946113,0.0,0.0046112738,0.0046112537,-0.01,-0.009551186,0.0,0.00044881407,0.00044881366,-0.97,-0.9721355,0.0,-0.0021354323,0.0021354556,0.01,0.009314993,0.0,-0.000685006,0.0006850064,0.23,0.23806053,-0.019999996,-0.011939471,0.00806053
58,0.04,-0.07,0.24,0.7,0.6991072,-0.02000004,-0.020892827,0.00089275837,0.19,0.18995804,0.0,-4.195898e-05,4.196167e-05,2.49,2.4941673,0.0,0.0041672424,0.0041673183,-0.01,-0.009596448,0.0,0.00040355168,0.00040355138,-0.98,-0.97199774,-0.00999999,-0.001997712,0.008002281,0.01,0.00924355,0.0,-0.00075645023,0.00075645,0.22,0.21806557,-0.010000005,-0.011934425,0.001934424
59,0.04,-0.07,0.24,0.68,0.6790791,-0.01999998,-0.020920891,0.00092089176,0.19,0.18994467,0.0,-5.5334895e-05,5.532801e-05,2.5,2.493742,0.00999999,0.0037419696,0.006258011,-0.01,-0.00960597,0.0,0.00039402998,0.00039402954,-0.98,-0.9818779,0.0,-0.0018778889,0.0018779039,0.01,0.009215933,0.0,-0.00078406633,0.0007840665,0.21,0.20804572,-0.010000005,-0.011954279,0.0019542724
60,0.04,-0.07,0.24,0.66,0.65905696,-0.01999998,-0.020943044,0.0009430647,0.19,0.18993895,0.0,-6.10498e-05,6.105006e-05,2.5,2.50332,0.0,0.003319919,0.0033199787,-0.01,-0.009640036,0.0,0.0003599638,0.00035996363,-0.98,-0.9817477,0.0,-0.0017476742,0.0017476678,0.01,0.009177924,0.0,-0.00082207576,0.00082207564,0.2,0.19805017,-0.00999999,-0.0119498195,0.0019498318
61,0.04,-0.07,0.24,0.64,0.6390311,-0.02000004,-0.020968908,0.0009688735,0.19,0.18992455,0.0,-7.5451455e-05,7.544458e-05,2.5,2.5029352,0.0,0.0029351595,0.0029351711,-0.01,-0.009679362,0.0,0.00032063806,0.0003206376,-0.98,-0.9816326,0.0,-0.0016325825,0.0016325712,0.01,0.0091422945,0.0,-0.0008577048,0.00085770525,0.19,0.18804963,-0.010000005,-0.01195038,0.0019503683
62,0.04,-0.07,0.24,0.62,0.6190455,-0.01999998,-0.020954503,0.0009545088,0.19,0.18991917,0.0,-8.081793e-05,8.08239e-05,2.5,2.5025835,0.0,0.0025833878,0.0025835037,-0.01,-0.009708607,0.0,0.00029139337,0.00029139314,-0.98,-0.9815141,0.0,-0.0015140908,0.0015140772,0.01,0.009101909,0.0,-0.0008980913,0.0008980911,0.19,0.17808993,0.0,-0.011910069,0.011910066
63,0.04,-0.07,0.24,0.6,0.5990194,-0.01999998,-0.020980597,0.0009806156,0.19,0.18990798,0.0,-9.20112e-05,9.201467e-05,2.5,2.5022376,0.0,0.0022375162,0.0022375584,-0.01,-0.009707314,0.0,0.00029268538,0.0002926858,-0.98,-0.98140615,0.0,-0.0014061237,0.0014061332,0.01,0.009136519,0.0,-0.00086348003,0.0008634804,0.17,0.17811704,-0.019999996,-0.011882961,0.008117035
64,0.04,-0.07,0.21,0.58,0.57887876,-0.02000004,-0.021121249,0.001121223,0.19,0.1899026,0.0,-9.7391196e-05,9.739399e-05,2.5,2.501931,0.0,0.0019309205,0.0019309521,-0.01,-0.009811237,0.0,0.00018876263,0.00018876232,-0.99,-0.9812552,-0.00999999,-0.0012551631,0.008744836,0.01,0.009174785,0.0,-0.0008252155,0.00082521513,0.17,0.15833549,0.0,-0.011664503,0.01166451
65,0.04,-0.07,0.15,0.56,0.5584358,-0.01999998,-0.021564197,0.0015642047,0.19,0.18990412,0.0,-9.58812e-05,9.587407e-05,2.5,2.5015106,0.0,0.0015105992,0.0015106201,-0.01,-0.009853719,0.0,0.00014628116,0.00014628097,-0.99,-0.99097514,0.0,-0.00097515254,0.000975132,0.01,0.009256546,0.0,-0.0007434538,0.0007434534,0.16,0.1591001,-0.010000005,-0.0108999,0.000899896
66,0.04,-0.07,0.15,0.54,0.5382294,-0.01999998,-0.021770595,0.0017706156,0.19,0.18992898,0.0,-7.10237e-05,7.1018934e-05,2.49,2.5009618,-0.00999999,0.00096185104,0.010961771,-0.01,-0.010130225,0.0,-0.00013022512,0.00013022497,-0.99,-0.99047226,0.0,-0.00047221914,0.0004722476,0.0,0.008787189,-0.01,-0.0012128106,0.008787189,0.15,0.1504468,-0.00999999,-0.009553188,0.00044679642
67,0.04,-0.07,0.15,0.51,0.51659584,-0.030000031,-0.023404196,0.00659585,0.19,0.18984725,0.0,-0.00015274601,0.0001527518,2.49,2.4876664,0.0,-0.002333556,0.002333641,-0.01,-0.009505867,0.0,0.0004941331,0.00049413275,-0.99,-0.99025536,0.0,-0.0002553657,0.0002553463,0.01,0.0056877346,0.01,0.0056877346,0.004312265,0.14,0.14089547,-0.010000005,-0.009104538,0.0008954704
68,0.04,-0.07,0.15,0.49,0.48890814,-0.01999998,-0.021091847,0.0010918677,0.19,0.18984012,0.0,-0.0001598758,0.00015987456,2.49,2.4907463,0.0,0.0007463116,0.00074625015,-0.01,-0.010509561,0.0,-0.0005095614,0.00050956104,-0.99,-0.9903899,0.0,-0.00038984598,0.00038987398,0.01,0.005636422,0.0,-0.004363578,0.004363578,0.13,0.13234627,-0.010000005,-0.0076537286,0.0023462772
69,0.04,-0.07,0.15,0.47,0.4686202,-0.02000001,-0.021379786,0.0013797879,0.19,0.18992402,0.0,-7.597774e-05,7.598102e-05,2.48,2.4886916,-0.00999999,-0.0013084474,0.008691549,-0.01,-0.010100608,0.0,-0.000100607715,0.000100607984,-0.99,-0.9899014,0.0,9.858441e-05,9.858608e-05,0.01,0.0085681435,0.0,-0.0014318561,0.0014318563,0.13,0.12235105,0.0,-0.0076489467,0.007648945
70,0.04,-0.07,0.15,0.45,0.4490859,-0.02000001,-0.020914117,0.00091409683,0.19,0.18981886,0.0,-0.00018113642,0.00018113852,2.48,2.4783094,0.0,-0.0016906699,0.0016906261,-0.01,-0.010200245,0.0,-0.00020024506,0.00020024553,-0.99,-0.9898461,0.0,0.00015391277,0.0001538992,0.0,0.008012082,-0.01,-0.0019879169,0.008012082,0.12,0.12181712,-0.009999998,-0.008182874,0.0018171221
71,0.04,-0.07,0.0,0.43,0.42760947,-0.01999998,-0.02239052,0.0023905337,0.19,0.18982755,0.0,-0.0001724579,0.00017245114,2.48,2.475481,0.0,-0.0045189946,0.0045189857,-0.01,-0.009205701,0.0,0.000794299,0.00079429895,-0.99,-0.98979247,0.0,0.00020754183,0.00020754337,0.01,0.005613393,0.01,0.005613393,0.0043866066,0.12,0.11186349,0.0,-0.008136512,0.008136511
72,0.04,-0.07,0.0,0.41,0.40890223,-0.02000001,-0.021097766,0.0010977685,0.19,0.18976828,0.0,-0.00023171725,0.00023171306,2.47,2.4777796,-0.00999999,-0.0022205056,0.0077795982,-0.01,-0.010368539,0.0,-0.0003685395,0.00036853924,-0.99,-0.98992044,0.0,7.955062e-05,7.95722e-05,0.0,0.0042794026,-0.01,-0.005720597,0.0042794026,0.11,0.11549637,-0.009999998,-0.0045036334,0.005496368
73,0.04,-0.07,-0.0,0.39,0.38676402,-0.02000001,-0.023235964,0.003235966,0.19,0.18986894,0.0,-0.00013105816,0.00013105571,2.47,2.4622517,0.0,-0.0077484264,0.0077483654,-0.01,-0.009671294,0.0,0.00032870527,0.00032870565,-0.99,-0.98842657,0.0,0.0015734417,0.0015734434,0.0,0.0046037673,0.0,0.0046037673,0.0046037673,0.11,0.107176445,0.0,-0.0028235575,0.002823554
74,0.04,-0.07,-0.0,0.37,0.36630842,-0.01999998,-0.02369157,0.0036915839,0.19,0.18936925,0.0,-0.000630757,0.00063075125,2.46,2.462604,-0.00999999,-0.007395949,0.0026040077,-0.01,-0.009762279,0.0,0.0002377212,0.00023772102,-0.99,-0.9893318,0.0,0.00066821394,0.0006682277,0.0,0.0025273014,0.0,0.0025273014,0.0025273014,0.11,0.10832274,0.0,-0.0016772619,0.0016772598
75,0.04,-0.07,-0.0,0.34,0.34639022,-0.030000001,-0.02360978,0.006390214,0.19,0.18888876,0.0,-0.00111124,0.0011112392,2.45,2.4521391,-0.00999999,-0.007860944,0.0021390915,-0.01,-0.009822335,0.0,0.00017766492,0.00017766468,-0.99,-0.9893411,0.0,0.0006589024,0.00065892935,0.0,0.0031845244,0.0,0.0031845244,0.0031845244,0.11,0.109334186,0.0,-0.00066581636,0.0006658137
76,0.04,-0.07,-0.0,0.31,0.31626144,-0.030000001,-0.023738567,0.006261438,0.19,0.18728527,0.0,-0.0027147243,0.0027147233,2.45,2.4427478,0.0,-0.007252325,0.0072522163,-0.01,-0.010534746,0.0,-0.0005347463,0.00053474586,-0.99,-0.9887637,0.0,0.0012362996,0.0012363195,0.0,0.0025836201,0.0,0.0025836201,0.0025836201,0.11,0.10973078,0.0,-0.00026921835,0.00026921928
77,0.04,-0.07,-0.0,0.28,0.28673017,-0.030000001,-0.023269827,0.006730169,0.19,0.1855391,0.0,-0.004460904,0.004460901,2.44,2.4429817,-0.00999999,-0.0070183794,0.0029816628,-0.01,-0.011284457,0.0,-0.0012844565,0.0012844568,-0.99,-0.988622,0.0,0.0013779737,0.0013779998,0.0,0.002043417,0.0,0.002043417,0.002043417,0.11,0.11031846,0.0,0.00031846217,0.00031846017
78,0.04,-0.07,-0.0,0.26,0.25774968,-0.02000001,-0.022250338,0.0022503138,0.18,0.18408945,-0.00999999,-0.005910551,0.004089445,2.43,2.4325678,-0.00999999,-0.0074323323,0.002567768,-0.01,-0.01171767,0.0,-0.00171767,0.0017176699,-0.99,-0.9891777,0.0,0.0008223047,0.0008223057,0.0,0.0007076249,0.0,0.0007076249,0.0007076249,0.1,0.11060385,-0.009999998,0.0006038479,0.010603845
79,0.04,-0.07,-0.0,0.24,0.23965989,-0.019999996,-0.020340094,0.0003401041,0.18,0.17996351,0.0,-3.6488895e-05,3.6492944e-05,2.43,2.4211938,0.0,-0.0088062,0.008806229,-0.01,-0.012182533,0.0,-0.0021825328,0.002182533,-0.99,-0.98908544,0.0,0.00091459503,0.00091457367,0.01,-4.5846038e-05,0.01,-4.5846038e-05,0.010045846,0.1,0.10118151,0.0,0.0011815082,0.0011815056
80,0.04,-0.07,-0.0,0.21,0.21955103,-0.030000001,-0.020448962,0.009551033,0.18,0.18029372,0.0,0.00029372357,0.0002937168,2.42,2.423905,-0.00999999,-0.0060951845,0.0039048195,-0.01,-0.009584843,0.0,0.0004151569,0.0004151566,-0.99,-0.9908527,0.0,-0.0008526948,0.00085270405,0.0,0.0033227121,-0.01,-0.0066772876,0.0033227121,0.1,0.099612445,0.0,-0.00038755973,0.00038755685
81,0.04,-0.07,0.04,0.19,0.19073668,-0.019999996,-0.019263316,0.0007366836,0.18,0.18072036,0.0,0.00072035834,0.00072035193,2.41,2.4121518,-0.00999999,-0.007848335,0.0021517277,-0.02,-0.012241539,-0.01,-0.002241539,0.007758461,-0.99,-0.9887732,0.0,0.0012267561,0.0012267828,0.01,0.0035861752,0.01,0.0035861752,0.006413825,0.1,0.098765776,0.0,-0.0012342245,0.0012342259
82,0.04,-0.07,0.12,0.17,0.16934758,-0.019999996,-0.020652412,0.00065241754,0.18,0.18103251,0.0,0.0010324942,0.0010325015,2.41,2.401272,0.0,-0.0087280525,0.008728027,-0.01,-0.01555759,0.01,0.0044424096,0.00555759,-0.99,-0.99180055,0.0,-0.0018005434,0.0018005371,0.0,0.005168036,-0.01,-0.0048319637,0.005168036,0.1,0.0962067,0.0,-0.0037932962,0.0037932992
83,0.04,-0.07,0.21,0.15,0.14536797,-0.019999996,-0.024632039,0.004632041,0.18,0.1811058,0.0,0.0011057969,0.0011058003,2.4,2.4000757,-0.00999999,-0.009924319,7.557869e-05,-0.02,-0.013357612,-0.01,-0.0033576128,0.0066423872,-0.99,-0.98898935,0.0,0.0010106617,0.0010106564,0.01,0.0040844763,0.01,0.0040844763,0.0059155235,0.1,0.090670444,0.0,-0.009329559,0.009329557
84,0.04,-0.07,0.22,0.09,0.12526375,-0.060000002,-0.024736252,0.035263747,0.18,0.17986637,0.0,-0.00013363834,0.00013363361,2.39,2.38812,-0.00999999,-0.011880274,0.0018801689,-0.02,-0.017335815,0.0,0.0026641842,0.0026641842,-1.0,-0.989498,-0.00999999,0.0005019762,0.010501981,0.0,0.0052763154,-0.01,-0.0047236844,0.0052763154,0.06,0.08674584,-0.040000003,-0.013254157,0.026745845
85,0.04,-0.07,0.22,0.06,0.06483451,-0.030000005,-0.025165489,0.004834514,0.18,0.17964959,0.0,-0.0003504134,0.0003504157,2.38,2.3760087,-0.00999999,-0.013991462,0.0039913654,-0.02,-0.018889962,0.0,0.0011100377,0.0011100378,-1.0,-0.99402684,0.0,0.005973174,0.0059731603,0.0,0.0004034598,0.0,0.0004034598,0.0004034598,0.06,0.04412912,0.0,-0.015870878,0.01587088
86,0.04,-0.07,0.22,0.04,0.034856007,-0.02,-0.025143992,0.0051439926,0.18,0.18061571,0.0,0.0006156939,0.0006157011,2.38,2.3666089,0.0,-0.013391356,0.013391256,-0.02,-0.018459514,0.0,0.0015404861,0.0015404858,-1.0,-0.995194,0.0,0.0048059924,0.004805982,0.0,0.0010034925,0.0,0.0010034925,0.0010034925,0.04,0.044937756,-0.02,-0.015062244,0.004937757
87,0.04,-0.07,0.22,0.02,0.018479612,-0.02,-0.021520387,0.0015203878,0.19,0.18493068,0.00999999,0.0049306788,0.0050693154,2.37,2.3714256,-0.010000229,-0.008574479,0.0014257431,-0.02,-0.018723896,0.0,0.001276104,0.0012761038,-1.0,-0.99844515,0.0,0.0015548451,0.0015548468,0.0,0.00031897234,0.0,0.00031897234,0.00031897234,0.03,0.026654344,-0.01,-0.013345654,0.0033456553
88,0.04,-0.07,0.23,0.0,-0.0009054709,-0.02,-0.02090547,0.0009054709,0.19,0.18654118,0.0,-0.003458815,0.0034588128,2.36,2.360411,-0.00999999,-0.00958904,0.00041103363,-0.02,-0.021195633,0.0,-0.0011956337,0.0011956338,-1.0,-0.9985827,0.0,0.0014172817,0.0014172792,0.0,0.00025551603,0.0,0.00025551603,0.00025551603,0.02,0.019334426,-0.01,-0.010665573,0.0006655734
89,0.04,-0.07,0.23,-0.02,-0.02251102,-0.02,-0.02251102,0.0025110207,0.19,0.18844825,0.0,-0.0015517459,0.0015517473,2.36,2.3492656,0.0,-0.0107343765,0.01073432,-0.02,-0.022528628,0.0,-0.002528628,0.0025286283,-1.0,-0.99952316,0.0,0.00047685104,0.00047683716,0.0,-0.0010122348,0.0,-0.0010122348,0.0010122348,0.02,0.008819143,0.0,-0.011180856,0.011180856
90,0.04,-0.07,0.23,-0.04,-0.04007647,-0.02,-0.020076469,7.6469034e-05,0.18,0.18927525,-0.00999999,-0.0007247548,0.009275243,2.35,2.3498673,-0.00999999,-0.0101324655,0.00013256073,-0.02,-0.020718865,0.0,-0.0007188649,0.00071886554,-1.0,-0.99961424,0.0,0.00038574627,0.00038576126,0.0,-0.0006768628,0.0,-0.0006768628,0.0006768628,0.01,0.008891961,-0.01,-0.011108039,0.0011080392
91,0.04,-0.07,0.23,-0.06,-0.055960357,-0.02,-0.01596036,0.0040396415,0.19,0.19123594,0.00999999,0.011235936,0.001235947,2.34,2.3485467,-0.00999999,-0.001453056,0.008546829,-0.02,-0.021260707,0.0,-0.0012607072,0.0012607072,-1.0,-1.0021149,0.0,-0.0021148901,0.002114892,0.0,-0.0007716666,0.0,-0.0007716666,0.0007716666,-0.01,0.004188376,-0.02,-0.0058116238,0.014188375
92,0.04,-0.07,0.23,-0.09,-0.07972762,-0.030000005,-0.019727621,0.010272384,0.19,0.19140723,0.0,0.0014072363,0.0014072359,2.33,2.3296556,-0.00999999,-0.010344252,0.00034427643,-0.02,-0.02306354,0.0,-0.0030635402,0.003063541,-1.0,-0.99699396,0.0,0.0030060695,0.003006041,-0.0,0.0016895152,-0.0,0.0016895152,0.0016895152,-0.02,-0.021238469,-0.01,-0.011238469,0.001238469
93,0.04,-0.07,0.23,-0.11,-0.110191256,-0.019999996,-0.02019125,0.0001912564,0.19,0.18985057,0.0,-0.00014942928,0.00014942884,2.32,2.3210442,-0.00999999,-0.0089556975,0.0010442734,-0.02,-0.020063521,0.0,-6.3521235e-05,6.352179e-05,-1.0,-1.0002795,0.0,-0.00027950865,0.00027954578,0.0,-0.00017334751,0.0,-0.00017334751,0.00017334751,-0.03,-0.03245496,-0.01,-0.012454959,0.0024549607
94,0.04,-0.07,0.23,-0.12,-0.13362247,-0.009999998,-0.023622474,0.01362247,0.19,0.18977742,0.0,-0.00022257658,0.00022257864,2.31,2.3019373,-0.00999999,-0.018062677,0.008062601,-0.02,-0.019387146,0.0,0.0006128538,0.0006128531,-1.0,-0.99714565,0.0,0.0028543351,0.0028543472,0.0,-0.00051941356,0.0,-0.00051941356,0.00051941356,-0.04,-0.04444912,-0.01,-0.0144491205,0.0044491217
95,0.04,-0.07,0.23,-0.14,-0.14224662,-0.020000003,-0.022246625,0.0022466183,0.19,0.18987146,0.0,-0.00012854194,0.00012853742,2.31,2.299613,0.0,-0.010387059,0.010386944,-0.02,-0.021089837,0.0,-0.0010898367,0.0010898374,-1.0,-0.99799794,0.0,0.0020020334,0.0020020604,-0.0,0.0021589173,-0.0,0.0021589173,0.0021589173,-0.05,-0.052064426,-0.010000002,-0.012064429,0.0020644255
96,0.04,-0.07,0.19,-0.16,-0.16117162,-0.019999996,-0.021171618,0.0011716187,0.19,0.1898857,0.0,-0.0001142925,0.000114291906,2.3,2.3004563,-0.00999999,-0.009543603,0.00045633316,-0.02,-0.020267826,0.0,-0.00026782605,0.00026782602,-1.0,-0.99857974,0.0,0.001420279,0.0014202595,0.0,0.00082639663,0.0,0.00082639663,0.00082639663,-0.06,-0.05991981,-0.009999998,-0.009919813,8.0186874e-05
97,0.04,-0.07,0.19,-0.18,-0.18062581,-0.02000001,-0.020625819,0.00062580407,0.19,0.18998721,0.0,-1.2783434e-05,1.2785196e-05,2.29,2.2896044,-0.00999999,-0.010395497,0.00039553642,-0.02,-0.020152437,0.0,-0.00015243667,0.00015243702,-1.0,-0.99865526,0.0,0.0013447492,0.0013447404,-0.0,0.00045099473,-0.0,0.00045099473,0.00045099473,-0.07,-0.069093674,-0.010000002,-0.009093673,0.0009063259
98,0.04,-0.07,0.19,-0.19,-0.20003726,-0.00999999,-0.020037249,0.010037258,0.19,0.19003278,0.0,3.2776883e-05,3.2782555e-05,2.28,2.279406,-0.00999999,-0.0105939,0.0005939007,-0.02,-0.020199033,0.0,-0.00019903295,0.00019903295,-1.0,-0.99911976,0.0,0.00088023895,0.0008802414,0.0,0.000244411,0.0,0.000244411,0.000244411,-0.07,-0.078819096,0.0,-0.008819097,0.008819096
99,0.04,-0.07,0.19,-0.21,-0.20994061,-0.019999996,-0.01994062,5.9381127e-05,0.19,0.19008958,0.0,8.959038e-05,8.958578e-05,2.27,2.2692797,-0.00999999,-0.010720274,0.0007202625,-0.02,-0.020293618,0.0,-0.00029361894,0.00029361807,-1.0,-0.9993026,0.0,0.00069738337,0.00069737434,-0.0,-0.00016209928,-0.0,-0.00016209928,0.00016209928,-0.08,-0.07826668,-0.009999998,-0.008266683,0.001733318
100,0.04,-0.07,0.19,-0.23,-0.22990756,-0.02000001,-0.019907562,9.2446804e-05,0.19,0.19008446,0.0,8.445511e-05,8.445978e-05,2.26,2.2592373,-0.00999999,-0.010762645,0.00076270103,-0.02,-0.020100525,0.0,-0.00010052567,0.000100525096,-1.0,-0.99954724,0.0,0.00045276192,0.00045275688,-0.0,-0.00018967963,0.0,-0.00018967963,0.00018967963,-0.09,-0.08795038,-0.010000005,-0.007950379,0.002049625
101,0.04,-0.07,0.19,-0.25,-0.24969134,-0.019999996,-0.019691333,0.00030866265,0.19,0.1900683,0.0,6.8311994e-05,6.830692e-05,2.24,2.2488468,-0.01999998,-0.01115331,0.00884676,-0.02,-0.019855611,0.0,0.00014438806,0.00014438853,-0.99,-0.99954605,0.00999999,0.00045395468,0.0095460415,-0.0,-0.00031549533,0.0,-0.00031549533,0.00031549533,-0.1,-0.09762064,-0.009999998,-0.0076206396,0.0023793578
102,0.04,-0.07,0.19,-0.26,-0.26938218,-0.00999999,-0.019382186,0.009382188,0.19,0.19004805,0.0,4.8063437e-05,4.8056245e-05,2.23,2.2286887,-0.00999999,-0.011311311,0.0013113022,-0.02,-0.01966788,0.0,0.00033211897,0.00033211894,-0.99,-0.9894627,0.0,0.000537347,0.0005373359,-0.0,-0.0003352088,0.0,-0.0003352088,0.0003352088,-0.11,-0.10749266,-0.009999998,-0.0074926624,0.0025073364
103,0.04,-0.07,0.19,-0.28,-0.27893835,-0.02000001,-0.01893835,0.0010616481,0.19,0.19004405,0.0,4.4054817e-05,4.4047832e-05,2.22,2.2188692,-0.00999999,-0.011130917,0.0011308193,-0.02,-0.019634118,0.0,0.00036588192,0.00036588125,-0.99,-0.9893832,0.0,0.0006167628,0.00061678886,-0.0,-0.0001644471,0.0,-0.0001644471,0.0001644471,-0.12,-0.117487594,-0.009999998,-0.0074875955,0.0025124028
104,0.04,-0.07,0.19,-0.3,-0.2986154,-0.02000001,-0.018615387,0.0013846159,0.19,0.19004542,0.0,4.5419692e-05,4.541874e-05,2.21,2.2091038,-0.00999999,-0.010896111,0.00089621544,-0.02,-0.019680953,0.0,0.00031904766,0.0003190469,-0.99,-0.9893187,0.0,0.0006813055,0.0006812811,-0.0,7.9963436e-05,0.0,7.9963436e-05,7.9963436e-05,-0.13,-0.12765615,-0.009999998,-0.0076561426,0.0023438483
105,0.04,-0.07,0.19,-0.32,-0.31838742,-0.01999998,-0.018387403,0.0016125739,0.19,0.19004762,0.0,4.7630507e-05,4.762411e-05,2.2,2.1990972,-0.00999999,-0.010902828,0.00090289116,-0.02,-0.019813862,0.0,0.0001861376,0.00018613786,-0.99,-0.98922557,0.0,0.0007744522,0.00077444315,-0.0,0.0003208008,0.0,0.0003208008,0.0003208008,-0.13,-0.13783757,0.0,-0.007837572,0.007837579
106,0.04,-0.07,0.19,-0.33,-0.33821037,-0.01000002,-0.018210394,0.008210361,0.19,0.1900328,0.0,3.27952e-05,3.2797456e-05,2.18,2.188606,-0.01999998,-0.011394078,0.008605957,-0.02,-0.019839339,0.0,0.0001606613,0.0001606606,-0.99,-0.9890794,0.0,0.0009206214,0.00092059374,-0.0,0.00047095484,0.0,0.00047095484,0.00047095484,-0.14,-0.13816744,-0.010000005,-0.00816744,0.0018325597
107,0.04,-0.07,0.19,-0.35,-0.34760517,-0.01999998,-0.01760516,0.0023948252,0.19,0.19001374,0.0,1.37444895e-05,1.3738871e-05,2.17,2.168043,-0.00999999,-0.011957278,0.001957178,-0.02,-0.019852288,0.0,0.00014771211,0.00014771149,-0.99,-0.98888046,0.0,0.0011195791,0.001119554,-0.0,0.00044724095,0.0,0.00044724095,0.00044724095,-0.15,-0.14845403,-0.010000005,-0.008454028,0.0015459806
108,0.04,-0.07,0.19,-0.37,-0.36738107,-0.02000001,-0.017381081,0.0026189387,0.19,0.19002554,0.0,2.5538237e-05,2.554059e-05,2.16,2.1578066,-0.00999999,-0.0121934675,0.002193451,-0.02,-0.0198681,0.0,0.0001318987,0.00013189949,-0.99,-0.98889357,0.0,0.0011064234,0.001106441,-0.0,0.00038297486,0.0,0.00038297486,0.00038297486,-0.16,-0.15834565,-0.00999999,-0.008345648,0.0016543418
109,0.04,-0.07,0.19,-0.37,-0.38698137,0.0,-0.016981358,0.016981363,0.19,0.19002987,0.0,2.987315e-05,2.9876828e-05,2.15,2.147712,-0.00999999,-0.012288096,0.002288103,-0.02,-0.019853463,0.0,0.00014653539,0.00014653616,-0.99,-0.9889213,0.0,0.0010787438,0.0010787249,-0.0,0.00031232386,0.0,0.00031232386,0.00031232386,-0.17,-0.16820984,-0.010000005,-0.00820984,0.0017901659
110,0.04,-0.07,0.19,-0.41,-0.38651899,-0.03999999,-0.01651899,0.023481011,0.19,0.19002579,0.0,2.5789139e-05,2.579391e-05,2.12,2.1376526,-0.03000021,-0.0123475,0.01765275,-0.02,-0.01984696,0.0,0.00015303804,0.00015303865,-0.98,-0.9889354,0.00999999,0.001064573,0.008935392,-0.0,0.00019273217,0.0,0.00019273217,0.00019273217,-0.18,-0.17809606,-0.010000005,-0.008096059,0.0019039512
111,0.04,-0.07,0.19,-0.43,-0.4251209,-0.02000001,-0.015120895,0.004879117,0.19,0.19001769,0.0,1.7689836e-05,1.7687678e-05,2.11,2.1076012,-0.00999999,-0.012398665,0.0023987293,-0.02,-0.019698706,0.0,0.00030129365,0.00030129403,-0.98,-0.97870874,0.0,0.0012912941,0.001291275,-0.0,0.00026030373,0.0,0.00026030373,0.00026030373,-0.19,-0.18828058,-0.00999999,-0.008280574,0.0017194152
