Time Step,True pos_z,Predicted pos_z,Error
515,-0.97,-0.9796612,0.009661198
516,-0.95,-0.95540535,0.0054053664
517,-0.92,-0.93889195,0.01889193
518,-0.91,-0.9078449,-0.0021551251
519,-0.89,-0.8953485,0.0053485036
520,-0.87,-0.8724716,0.0024715662
521,-0.84,-0.8514353,0.01143533
522,-0.81,-0.82086265,0.0108626485
523,-0.76,-0.7900055,0.030005515
524,-0.73,-0.7401927,0.010192692
525,-0.71,-0.7076058,-0.0023941994
526,-0.69,-0.68670374,-0.003296256
527,-0.67,-0.66645616,-0.0035438538
528,-0.65,-0.6463411,-0.0036588907
529,-0.63,-0.62622005,-0.0037799478
530,-0.61,-0.60608304,-0.003916979
531,-0.58,-0.58599406,0.0059940815
532,-0.56,-0.55663866,-0.0033613443
533,-0.54,-0.53582877,-0.0041712523
534,-0.52,-0.51489174,-0.0051082373
535,-0.5,-0.49305874,-0.006941259
536,-0.48,-0.4724187,-0.0075812936
537,-0.44,-0.45220467,0.012204677
538,-0.41,-0.41167092,0.0016709268
539,-0.39,-0.38106552,-0.008934468
540,-0.34,-0.36030462,0.02030462
541,-0.32,-0.30980247,-0.01019752
542,-0.29,-0.28959355,-0.00040644407
543,-0.26,-0.25954708,-0.0004529059
544,-0.23,-0.22951753,-0.0004824698
545,-0.19,-0.19955724,0.009557247
546,-0.17,-0.15981479,-0.010185212
547,-0.14,-0.14029141,0.0002914071
548,-0.11,-0.11051747,0.0005174726
549,-0.09,-0.08050816,-0.009491846
550,-0.06,-0.060341515,0.000341516
551,-0.04,-0.030095808,-0.009904191
552,-0.01,-0.009883277,-0.00011672266
553,0.04,0.020284673,0.019715326
554,0.07,0.070436195,-0.00043619424
555,0.1,0.100033574,-3.3572316e-05
556,0.12,0.12857376,-0.008573763
557,0.15,0.14752692,0.0024730861
558,0.17,0.17698425,-0.0069842488
559,0.19,0.19740991,-0.0074099153
560,0.22,0.21766928,0.0023307204
561,0.24,0.24690346,-0.0069034696
562,0.27,0.26596844,0.0040315688
563,0.29,0.29564023,-0.0056402385
564,0.31,0.31562006,-0.0056200624
565,0.34,0.33613414,0.0038658679
566,0.36,0.3666975,-0.006697476
567,0.38,0.38846853,-0.0084685385
568,0.4,0.40983447,-0.009834468
569,0.43,0.4310253,-0.0010252893
570,0.45,0.4620667,-0.012066722
571,0.48,0.48302922,-0.0030292273
572,0.51,0.51383376,-0.0038337708
573,0.54,0.5441546,-0.004154563
574,0.57,0.5742192,-0.004219234
575,0.59,0.60414714,-0.014147162
576,0.61,0.6242169,-0.0142169
577,0.64,0.6441907,-0.004190743
578,0.66,0.67407185,-0.014071822
579,0.68,0.6938764,-0.013876379
580,0.71,0.71382743,-0.0038274527
581,0.76,0.7440688,0.015931189
582,0.79,0.7942347,-0.0042346716
583,0.82,0.8242972,-0.004297197
584,0.84,0.8540447,-0.014044702
585,0.86,0.8734945,-0.013494492
586,0.89,0.8929352,-0.0029352307
587,0.91,0.922502,-0.012501955
588,0.94,0.94214046,-0.0021404624
589,0.99,0.9719106,0.018089414
590,1.02,1.02199,-0.0019899607
591,1.04,1.0523316,-0.012331605
592,1.07,1.071853,-0.0018529892
593,1.09,1.1015046,-0.011504531
